Date,Open,High,Low,Close,Adj Close,Volume
1990-09-01,12.291667,12.937500,10.500000,11.500000,5.095223,63579800
1990-10-01,11.562500,12.750000,11.062500,12.000000,5.337890,68943200
1990-11-01,12.000000,13.250000,11.562500,12.812500,5.699312,54994400
1990-12-01,12.937500,13.937500,12.750000,13.000000,5.782715,46912600
1991-01-01,13.125000,14.000000,11.750000,13.750000,6.139390,65716600
1991-02-01,13.625000,17.562500,13.250000,16.375000,7.311457,82425600
1991-03-01,15.875000,17.375000,15.562500,17.125000,7.646333,70618200
1991-04-01,17.000000,17.812500,14.750000,15.937500,7.137747,88128400
1991-05-01,16.000000,16.625000,15.375000,15.687500,7.025783,78069400
1991-06-01,15.562500,15.750000,13.875000,14.500000,6.493952,116549000
1991-07-01,14.687500,16.062500,14.062500,15.937500,7.165707,96491400
1991-08-01,15.875000,16.750000,14.937500,16.187500,7.278111,70790600
1991-09-01,16.187500,16.187500,14.000000,14.250000,6.406986,105258600
1991-10-01,14.312500,14.750000,13.500000,14.250000,6.433493,79028000
1991-11-01,14.250000,15.062500,14.000000,14.812500,6.687447,56326600
1991-12-01,14.687500,17.187500,14.687500,16.937500,7.646830,69451400
1992-01-01,16.750000,17.875000,16.000000,16.875000,7.648957,77569200
1992-02-01,16.500000,17.062500,15.250000,16.125000,7.308998,58246400
1992-03-01,16.312500,17.375000,15.562500,17.125000,7.762270,53426200
1992-04-01,17.062500,18.250000,16.687500,18.250000,8.303584,63757800
1992-05-01,18.250000,18.437500,17.375000,18.250000,8.303584,46047400
1992-06-01,18.062500,18.312500,17.062500,17.437500,7.933908,42963600
1992-07-01,17.437500,18.937500,17.437500,18.687500,8.533783,50796800
1992-08-01,18.562500,19.437500,18.375000,18.750000,8.562323,37700600
1992-09-01,18.625000,19.437500,18.062500,18.937500,8.647950,45636600
1992-10-01,19.250000,20.187500,18.625000,19.937500,9.135858,52901200
1992-11-01,19.875000,21.312500,19.062500,20.375000,9.336335,46322800
1992-12-01,20.375000,21.687500,20.187500,20.750000,9.508166,46679000
1993-01-01,20.687500,21.250000,19.312500,20.937500,9.623960,51759000
1993-02-01,20.875000,21.187500,19.250000,19.937500,9.164309,49501400
1993-03-01,19.875000,21.812500,19.625000,21.437500,9.853787,53272600
1993-04-01,21.500000,21.562500,17.500000,18.812500,8.674456,100269400
1993-05-01,18.750000,19.062500,17.812500,18.125000,8.357450,87628800
1993-06-01,18.250000,18.562500,17.250000,18.500000,8.530366,85744200
1993-07-01,18.437500,19.250000,17.312500,18.687500,8.655291,71026200
1993-08-01,18.750000,20.062500,18.375000,19.687500,9.118447,49333200
1993-09-01,19.500000,20.937500,19.437500,19.625000,9.089499,54844600
1993-10-01,19.562500,20.687500,19.000000,19.750000,9.185079,44177200
1993-11-01,19.687500,20.375000,18.812500,20.125000,9.359479,48116400
1993-12-01,20.125000,21.250000,19.812500,20.437500,9.504816,45539200
1994-01-01,20.500000,20.562500,19.562500,20.187500,9.426363,49548400
1994-02-01,19.937500,20.000000,19.000000,19.562500,9.134530,53993200
1994-03-01,19.625000,19.750000,17.875000,18.312500,8.550856,78254400
1994-04-01,18.000000,18.562500,17.812500,18.250000,8.557706,49855200
1994-05-01,18.375000,18.875000,17.562500,18.000000,8.440475,46699200
1994-06-01,17.937500,18.437500,14.937500,15.312500,7.180263,155468600
1994-07-01,15.375000,15.625000,14.625000,15.250000,7.186894,81487600
1994-08-01,15.250000,17.312500,15.250000,16.562500,7.805433,81088600
1994-09-01,16.500000,17.000000,16.125000,16.562500,7.805433,55443800
1994-10-01,16.625000,17.562500,16.125000,17.500000,8.291642,63909800
1994-11-01,17.500000,18.687500,17.500000,17.625000,8.350872,62916600
1994-12-01,17.625000,18.437500,17.375000,18.125000,8.587766,53896400
1995-01-01,18.125000,18.500000,16.937500,18.437500,8.779887,78187800
1995-02-01,18.625000,19.875000,18.125000,19.562500,9.315609,85075600
1995-03-01,19.750000,20.500000,18.937500,19.562500,9.315609,80687400
1995-04-01,19.437500,20.937500,19.437500,20.812500,9.956956,55436600
1995-05-01,20.750000,24.500000,20.750000,24.500000,11.721100,118435200
1995-06-01,24.312500,24.375000,22.250000,22.750000,10.883883,84367200
1995-07-01,22.750000,23.500000,21.625000,23.437500,11.261229,82367400
1995-08-01,23.312500,23.500000,22.125000,22.625000,10.870836,52795400
1995-09-01,22.625000,26.000000,22.562500,25.500000,12.252211,70765000
1995-10-01,25.437500,26.750000,25.187500,26.312500,12.697501,69788200
1995-11-01,26.312500,27.687500,26.000000,27.687500,13.361032,46234800
1995-12-01,27.562500,29.375000,26.812500,27.937500,13.481674,58821400
1996-01-01,27.562500,30.312500,27.250000,29.812500,14.436812,71476400
1996-02-01,29.687500,33.125000,29.562500,31.625000,15.314522,90903200
1996-03-01,31.750000,33.437500,30.625000,31.625000,15.314522,70326200
1996-04-01,31.750000,32.375000,29.375000,31.750000,15.421267,70867400
1996-05-01,31.937500,35.000000,31.000000,33.250000,16.149826,80757000
1996-06-01,33.000000,35.875000,32.750000,35.500000,17.242676,55885500
1996-07-01,35.750000,35.875000,30.125000,31.750000,15.474584,64033400
1996-08-01,31.625000,33.625000,28.375000,28.750000,14.012419,156043700
1996-09-01,28.375000,30.625000,28.000000,28.250000,13.768725,173817100
1996-10-01,28.500000,30.750000,28.125000,29.625000,14.497122,106918300
1996-11-01,29.875000,33.000000,29.500000,30.250000,14.802978,93981700
1996-12-01,29.750000,30.375000,28.500000,29.250000,14.313611,81162900
1997-01-01,30.000000,35.875000,28.625000,34.875000,17.132181,148516300
1997-02-01,34.625000,34.875000,31.500000,33.000000,16.211100,104815800
1997-03-01,32.750000,33.625000,30.750000,32.375000,15.904071,80031600
1997-04-01,32.500000,34.875000,31.000000,34.875000,17.193022,84301700
1997-05-01,34.500000,37.875000,34.500000,36.750000,18.117373,88870300
1997-06-01,37.625000,39.375000,35.625000,37.562500,18.517921,95284100
1997-07-01,37.562500,39.500000,34.812500,38.250000,18.919725,96625200
1997-08-01,37.812500,39.750000,34.875000,36.000000,17.806787,80888500
1997-09-01,36.000000,41.312500,36.000000,40.562500,20.063559,76705200
1997-10-01,40.062500,40.750000,33.375000,36.875000,18.299006,90252500
1997-11-01,36.875000,38.437500,35.250000,36.875000,19.882156,47502500
1997-12-01,37.375000,38.187500,34.125000,36.250000,19.545166,74263400
1998-01-01,36.312500,37.750000,34.187500,36.125000,19.546001,63583200
1998-02-01,36.312500,37.062500,34.312500,36.500000,19.748898,86440800
1998-03-01,36.750000,43.875000,36.250000,42.687500,23.096731,92789400
1998-04-01,42.437500,44.812500,38.375000,39.687500,21.540648,86090600
1998-05-01,39.750000,41.500000,37.375000,40.812500,22.151251,85359900
1998-06-01,40.625000,42.750000,40.062500,41.187500,22.354784,53249900
1998-07-01,41.500000,43.750000,37.000000,38.937500,21.199196,113929700
1998-08-01,38.812500,39.750000,27.562500,27.875000,15.176317,99719100
1998-09-01,29.750000,33.500000,28.000000,29.437500,16.027004,89328200
1998-10-01,29.375000,37.000000,29.000000,33.750000,18.450605,92701900
1998-11-01,34.250000,40.187500,34.187500,38.687500,21.149857,70446500
1998-12-01,39.000000,41.625000,36.625000,40.875000,22.345739,71601400
1999-01-01,40.625000,42.562500,37.500000,39.000000,21.391426,76144500
1999-02-01,38.812500,40.250000,37.000000,37.562500,20.602961,63075100
1999-03-01,38.437500,41.062500,36.187500,39.187500,21.494280,95486800
1999-04-01,39.187500,41.437500,36.125000,36.937500,20.328903,105988100
1999-05-01,36.937500,38.687500,34.062500,35.500000,19.537771,93483300
1999-06-01,35.937500,38.937500,35.000000,38.687500,21.292046,76467500
1999-07-01,38.437500,41.500000,37.312500,38.937500,21.510994,66356700
1999-08-01,38.687500,39.250000,33.812500,34.125000,18.852339,75016600
1999-09-01,34.062500,34.875000,30.250000,30.500000,16.849716,79877800
1999-10-01,30.375000,35.125000,30.125000,34.687500,19.240196,80252000
1999-11-01,34.437500,37.125000,32.062500,34.562500,19.170856,79052900
1999-12-01,34.312500,37.750000,33.812500,35.250000,19.552208,93996500
2000-01-01,35.375000,38.625000,33.187500,34.125000,18.997629,95170300
2000-02-01,34.000000,35.125000,32.125000,32.125000,17.884216,84131900
2000-03-01,32.000000,36.062500,29.687500,34.875000,19.415157,106743700
2000-04-01,34.625000,38.312500,34.625000,36.687500,20.514612,68836700
2000-05-01,36.437500,41.125000,36.125000,40.687500,22.751314,84691100
2000-06-01,40.437500,44.546875,39.312500,44.437500,24.848194,93465700
2000-07-01,43.875000,46.250000,39.687500,45.812500,25.704817,79396900
2000-08-01,45.187500,47.062500,41.187500,42.640625,23.925131,65498400
2000-09-01,42.500000,47.125000,41.312500,46.000000,25.810032,53764500
2000-10-01,46.625000,49.250000,44.375000,48.437500,27.266993,86172700
2000-11-01,48.312500,49.437500,43.312500,45.375000,25.543007,90211000
2000-12-01,45.875000,49.937500,41.500000,49.562500,27.900272,109797300
2001-01-01,49.375000,49.500000,42.250000,44.070000,24.887239,99386800
2001-02-01,43.669998,48.790001,42.750000,46.080002,26.022326,84004800
2001-03-01,45.500000,47.099998,40.250000,43.950001,24.819469,89355600
2001-04-01,43.700001,44.959999,40.900002,43.810001,24.816248,90490900
2001-05-01,44.250000,46.610001,43.590000,44.759998,25.354370,74911200
2001-06-01,44.759998,45.820000,43.080002,44.200001,25.037167,77161600
2001-07-01,44.349998,47.650002,44.299999,46.630001,26.497908,84405100
2001-08-01,46.639999,47.709999,43.599998,47.000000,26.708155,155979100
2001-09-01,47.340000,49.799999,45.759998,48.500000,27.560558,138978300
2001-10-01,48.939999,50.000000,46.869999,48.709999,27.764996,112170000
2001-11-01,48.450001,50.459999,47.740002,48.630001,27.719398,79831800
2001-12-01,48.529999,49.799999,46.450001,48.689999,27.753603,81435600
2002-01-01,48.500000,50.119999,47.430000,50.090000,28.637270,89718200
2002-02-01,49.750000,51.200001,47.599998,50.500000,28.871674,84313100
2002-03-01,50.939999,51.990002,48.869999,51.500000,29.443394,80560000
2002-04-01,51.650002,53.500000,49.880001,51.900002,29.757711,90370200
2002-05-01,51.950001,53.230000,50.029999,51.980000,29.803585,79577700
2002-06-01,51.700001,52.180000,47.209999,48.200001,27.636240,86108100
2002-07-01,48.290001,49.130001,35.009998,42.939999,24.691866,192827300
2002-08-01,42.939999,45.209999,38.849998,39.549999,22.742502,139704500
2002-09-01,39.549999,41.400002,34.000000,36.950001,21.247421,130733200
2002-10-01,37.009998,45.160000,35.590000,44.099998,25.458296,162968200
2002-11-01,43.750000,45.299999,40.799999,42.480000,24.523102,95409700
2002-12-01,42.490002,43.970001,40.310001,42.220001,24.372999,96262600
2003-01-01,42.119999,44.060001,38.580002,40.480000,23.450521,89522900
2003-02-01,40.279999,41.900002,37.849998,38.320000,22.199205,88179900
2003-03-01,38.470001,41.500000,36.240002,40.000000,23.172441,99398800
2003-04-01,40.000000,43.619999,38.060001,43.279999,25.172735,109792500
2003-05-01,43.169998,44.599998,42.380001,44.200001,25.707832,75311600
2003-06-01,44.720001,45.500000,43.099998,44.500000,25.882328,76526600
2003-07-01,44.250000,47.980000,43.759998,46.070000,26.892429,103151000
2003-08-01,45.500000,45.980000,43.349998,44.540001,25.999327,70453500
2003-09-01,44.340000,46.520000,44.099998,45.830002,26.752356,70414500
2003-10-01,46.369999,48.880001,46.189999,47.820000,28.014561,84236100
2003-11-01,47.810001,48.240002,46.689999,48.119999,28.190321,60992100
2003-12-01,48.009998,48.869999,46.110001,46.619999,27.311563,92578300
2004-01-01,46.939999,48.009998,45.299999,47.259998,27.780270,105541900
2004-02-01,47.500000,52.419998,47.070000,51.900002,30.507748,105503800
2004-03-01,51.910000,54.000000,50.279999,53.849998,31.653994,96949500
2004-04-01,53.709999,55.480000,53.599998,54.490002,32.127644,91650500
2004-05-01,54.750000,55.029999,52.630001,53.369999,31.467297,71741400
2004-06-01,53.049999,55.709999,52.950001,53.880001,31.767996,71065400
2004-07-01,53.970001,54.340000,49.369999,50.000000,29.604223,87363300
2004-08-01,49.770000,52.250000,48.410000,50.000000,29.604223,84253300
2004-09-01,50.060001,51.200001,47.369999,48.650002,28.804911,96994400
2004-10-01,49.400002,50.669998,47.650002,49.580002,29.488417,82809800
2004-11-01,49.500000,52.490002,48.410000,49.910000,29.684685,75677400
2004-12-01,50.009998,53.000000,50.000000,52.200001,31.046688,70268100
2005-01-01,52.230000,54.419998,51.340000,53.700001,32.084988,74653600
2005-02-01,53.450001,55.709999,52.849998,53.860001,32.180588,65597900
2005-03-01,53.799999,54.349998,51.750000,53.029999,31.684685,76160800
2005-04-01,53.299999,55.700001,52.509998,55.639999,33.386753,87740900
2005-05-01,55.349998,57.200001,55.349998,56.259998,33.758781,72623200
2005-06-01,56.150002,57.040001,53.750000,53.930000,32.360664,75586800
2005-07-01,53.000000,55.790001,52.070000,54.529999,32.873592,90193400
2005-08-01,53.950001,55.630001,53.750000,54.849998,33.066502,72312000
2005-09-01,54.700001,57.029999,53.549999,56.709999,34.187817,84044500
2005-10-01,56.709999,59.389999,56.360001,59.080002,35.785156,94761300
2005-11-01,59.000000,60.099998,57.720001,59.200001,35.857838,76990500
2005-12-01,59.849998,60.340000,58.689999,59.080002,35.785156,63374000
2006-01-01,59.919998,59.970001,56.000000,57.180000,34.785793,75013300
2006-02-01,56.810001,59.900002,56.529999,59.110001,35.959919,77367000
2006-03-01,59.040001,60.549999,57.740002,57.790001,35.156879,85047900
2006-04-01,58.240002,58.650002,56.509998,58.240002,35.585464,80296400
2006-05-01,58.250000,60.770000,57.689999,60.459999,36.941921,97511700
2006-06-01,60.369999,61.189999,58.549999,60.040001,36.685287,91102800
2006-07-01,60.599998,63.980000,60.070000,63.380001,38.919003,88449100
2006-08-01,63.200001,65.989998,62.310001,65.279999,40.085716,83440900
2006-09-01,65.720001,65.989998,64.050003,65.260002,40.073425,74542900
2006-10-01,65.190002,65.300003,61.950001,63.439999,39.135933,111181400
2006-11-01,63.369999,63.750000,61.150002,61.970001,38.229065,101197600
2006-12-01,62.000000,64.169998,61.459999,62.549999,38.586891,79281000
2007-01-01,62.700001,65.540001,62.290001,65.239998,40.435383,102136600
2007-02-01,65.000000,65.389999,62.500000,63.150002,39.139992,106813600
2007-03-01,62.750000,64.330002,61.889999,63.560001,39.394119,123661100
2007-04-01,63.150002,67.400002,62.869999,66.089996,41.157383,120272600
2007-05-01,66.150002,69.639999,65.970001,68.330002,42.552338,114092200
2007-06-01,68.650002,68.959999,64.250000,64.849998,40.385162,121884200
2007-07-01,65.379997,68.959999,64.250000,65.620003,41.092587,168929100
2007-08-01,65.110001,70.250000,65.099998,68.029999,42.601757,142197300
2007-09-01,68.339996,73.290001,66.629997,73.260002,45.876904,111300400
2007-10-01,73.540001,74.320000,69.980003,73.720001,46.418667,129902300
2007-11-01,73.489998,77.410004,72.000000,77.180000,48.597317,125057600
2007-12-01,77.510002,79.000000,75.620003,75.900002,47.791336,95676900
2008-01-01,76.410004,79.790001,66.300003,68.050003,43.059155,181747100
2008-02-01,68.339996,72.750000,66.320000,69.559998,44.014610,137175100
2008-03-01,69.550003,72.349998,67.949997,72.199997,45.685112,122879100
2008-04-01,71.889999,72.169998,67.209999,68.529999,43.596294,134345300
2008-05-01,68.459999,69.820000,66.809998,68.300003,43.449978,125378800
2008-06-01,68.110001,68.269997,63.310001,63.590000,40.453632,169473600
2008-07-01,63.279999,68.019997,63.279999,66.559998,42.613163,167346700
2008-08-01,66.820000,70.830002,66.360001,68.480003,43.842369,120167900
2008-09-01,68.889999,75.250000,68.139999,71.269997,45.628582,189218100
2008-10-01,70.660004,72.239998,50.410000,57.009998,36.723736,317682300
2008-11-01,56.970001,59.230000,49.740002,56.700001,36.524048,186465600
2008-12-01,55.560001,56.400002,51.009998,54.770000,35.280815,155720500
2009-01-01,54.930000,56.930000,43.779999,50.230000,32.610844,154769000
2009-02-01,49.759998,53.639999,48.139999,48.139999,31.253963,156466600
2009-03-01,47.310001,53.200001,45.389999,51.480000,33.422386,197319200
2009-04-01,51.009998,56.950001,47.500000,49.759998,32.591476,201127300
2009-05-01,49.759998,52.500000,48.820000,52.049999,34.091362,185319100
2009-06-01,52.270000,55.730000,52.110001,54.959999,35.997341,179646500
2009-07-01,55.119999,57.700001,54.299999,56.750000,37.474300,165687700
2009-08-01,56.980000,59.639999,55.860001,56.669998,37.421486,167443500
2009-09-01,56.599998,60.000000,55.689999,58.660000,38.735546,165865300
2009-10-01,58.700001,62.750000,58.270000,60.549999,40.306046,176616900
2009-11-01,60.790001,63.270000,59.619999,62.220001,41.417706,109470500
2009-12-01,62.680000,64.480003,58.770000,60.799999,40.472473,162542300
2010-01-01,61.189999,62.919998,59.119999,59.619999,39.968586,142469300
2010-02-01,59.930000,62.919998,58.750000,62.470001,41.879189,148204600
2010-03-01,62.650002,67.000000,62.470001,66.160004,44.352917,172788600
2010-04-01,66.320000,66.680000,63.599998,65.220001,44.033337,148257700
2010-05-01,65.279999,67.610001,61.040001,62.889999,42.460232,193736600
2010-06-01,62.660000,64.790001,60.500000,60.950001,41.150448,172677100
2010-07-01,61.130001,65.790001,60.320000,64.910004,44.161804,141030200
2010-08-01,65.470001,66.830002,63.180000,64.180000,43.665142,113423100
2010-09-01,64.519997,67.309998,64.519997,66.440002,45.202751,114594000
2010-10-01,66.760002,68.110001,63.779999,65.300003,44.761909,156983100
2010-11-01,65.489998,66.099998,63.430000,64.629997,44.302650,131219500
2010-12-01,64.790001,66.510002,64.279999,65.330002,44.782482,119167100
2011-01-01,65.910004,67.459999,64.089996,64.309998,44.413147,135788100
2011-02-01,64.529999,65.139999,62.560001,63.419998,43.798496,169952600
2011-03-01,63.689999,65.330002,62.049999,64.410004,44.482189,155291700
2011-04-01,64.870003,69.940002,64.470001,68.889999,47.940178,112344300
2011-05-01,69.239998,71.889999,68.459999,71.120003,49.492039,129381000
2011-06-01,70.580002,70.870003,67.459999,70.430000,49.011864,144358800
2011-07-01,70.080002,70.750000,63.549999,64.040001,44.890152,168592300
2011-08-01,64.220001,65.480003,60.099998,64.430000,45.163532,284855800
2011-09-01,64.379997,64.879997,59.250000,61.900002,43.739201,232660100
2011-10-01,61.590000,63.619999,58.500000,62.950001,44.481140,180767300
2011-11-01,62.110001,66.650002,61.560001,64.000000,45.223091,166212200
2011-12-01,64.269997,66.779999,63.830002,66.349998,47.265991,106578400
2012-01-01,66.860001,67.190002,64.129997,65.669998,46.781574,120704200
2012-02-01,65.989998,66.980003,62.330002,62.939999,44.836800,213830000
2012-03-01,63.049999,66.500000,62.150002,66.349998,47.653553,138520100
2012-04-01,66.260002,66.860001,64.639999,66.000000,47.402187,120469200
2012-05-01,65.919998,69.339996,65.680000,67.849998,48.730888,186868900
2012-06-01,67.019997,70.660004,66.660004,70.660004,51.145962,132167300
2012-07-01,70.339996,72.940002,68.459999,72.730003,52.644314,123402100
2012-08-01,72.790001,73.660004,71.089996,72.430000,52.427143,117388900
2012-09-01,72.550003,72.680000,69.959999,70.769997,51.225594,106262700
2012-10-01,70.699997,71.470001,68.230003,69.239998,50.492916,117614900
2012-11-01,69.250000,70.639999,67.720001,70.209999,51.200291,100168400
2012-12-01,70.320000,70.889999,67.389999,68.430000,49.902241,98276000
2013-01-01,69.180000,73.459999,68.639999,72.849998,53.537025,120185200
2013-02-01,73.080002,76.330002,70.980003,75.769997,55.682915,122822500
2013-03-01,75.550003,79.269997,75.370003,79.110001,58.553276,108962100
2013-04-01,78.760002,84.320000,78.250000,82.470001,61.040188,123909700
2013-05-01,82.360001,84.779999,80.699997,80.769997,59.781918,92016900
2013-06-01,80.669998,83.190002,78.199997,81.790001,60.536877,112685400
2013-07-01,81.959999,87.059998,80.290001,83.540001,62.265385,111819000
2013-08-01,84.040001,85.430000,78.610001,79.730003,59.425671,93237000
2013-09-01,80.480003,82.940002,78.320000,79.500000,59.254230,92056100
2013-10-01,79.379997,85.500000,78.669998,84.089996,63.122391,109417600
2013-11-01,84.150002,86.730003,83.830002,84.459999,63.400120,79017100
2013-12-01,84.430000,84.519997,79.959999,82.940002,62.259117,99693900
2014-01-01,82.930000,83.989998,79.900002,80.360001,60.734104,102347400
2014-02-01,80.349998,81.849998,77.010002,80.070000,60.514915,143431700
2014-03-01,79.169998,83.800003,79.099998,83.500000,63.107243,118964900
2014-04-01,83.070000,87.000000,81.989998,85.889999,65.372787,116138500
2014-05-01,86.000000,88.480003,84.949997,88.330002,67.229950,76849900
2014-06-01,88.120003,90.239998,86.709999,89.339996,67.998680,82689300
2014-07-01,89.120003,93.089996,88.070000,88.099998,67.556458,91149100
2014-08-01,87.709999,93.510002,87.459999,92.489998,70.922791,90996100
2014-09-01,92.620003,94.209999,90.580002,93.089996,71.382874,86888800
2014-10-01,92.669998,96.739998,89.820000,96.169998,74.270699,126693700
2014-11-01,95.940002,100.699997,95.500000,100.099998,77.305779,75409800
2014-12-01,98.559998,100.570000,92.430000,94.559998,73.027313,94377400
2015-01-01,94.930000,99.000000,92.940002,93.779999,72.900589,112245900
2015-02-01,93.860001,100.760002,93.599998,98.980003,76.942871,101093700
2015-03-01,98.980003,99.300003,92.239998,95.620003,74.330940,111295500
2015-04-01,95.160004,97.639999,93.260002,95.120003,74.437729,95859000
2015-05-01,95.160004,98.440002,94.760002,96.430000,75.462921,77534900
2015-06-01,96.589996,96.589996,92.540001,93.339996,73.044769,91637600
2015-07-01,93.800003,97.489998,93.550003,96.349998,75.956230,107155600
2015-08-01,96.190002,100.610001,76.480003,92.930000,73.260117,112929000
2015-09-01,91.120003,94.400002,90.430000,94.300003,74.340134,103747800
2015-10-01,94.199997,103.440002,92.529999,102.190002,81.185036,111126300
2015-11-01,102.139999,102.580002,97.650002,100.160004,79.572289,76117100
2015-12-01,100.110001,101.699997,96.809998,99.919998,79.381615,92375600
2016-01-01,98.559998,99.849998,93.250000,99.300003,79.441666,112024600
2016-02-01,98.529999,100.699997,96.089996,97.820000,78.257645,97366600
2016-03-01,98.500000,103.449997,97.540001,102.480003,81.985756,104782000
2016-04-01,101.970001,105.769997,100.419998,102.959999,82.958313,101317000
2016-05-01,102.739998,106.940002,100.000000,101.169998,81.515991,93222400
2016-06-01,100.559998,106.000000,100.300003,105.940002,85.359383,97386900
2016-07-01,106.230003,110.940002,105.379997,108.919998,88.418556,92254100
2016-08-01,108.720001,109.360001,106.260002,106.750000,86.656998,67339600
2016-09-01,106.459999,109.709999,104.050003,108.769997,88.921333,90670300
2016-10-01,108.769997,108.830002,105.000000,107.199997,87.637825,87403100
2016-11-01,107.139999,108.930000,100.099998,100.099998,81.833450,106251000
2016-12-01,99.889999,106.529999,98.500000,104.629997,86.169594,85980900
2017-01-01,104.940002,105.629997,101.059998,103.779999,85.469574,83320700
2017-02-01,103.610001,110.599998,102.980003,110.379997,90.905113,81771500
2017-03-01,109.599998,112.760002,108.470001,111.860001,92.123970,93121500
